61406.5, 24694.3, 14964, 9103.97, 5680.94, 3620.25, 2378.52, 1587.18, 1072.98, 748.522, 521.976, 368.013, 259.85, 187.475, 134.715, 99.4995, 72.267, 52.6354, 39.5464, 28.3791, 21.2049, 15.7188, 11.0797, 8.93662, 6.33731, 4.74066, 3.89775, 2.9807, 2.19303, 1.55044, 1.09285, 0.872316, 0.760508, 0.492175, 0.450149, 0.33191, 0.280531, 0.18381, 0.128797, 0.11081, 0.0823242, 0.0618341, 0.0469263, 0.0425536, 0.033633, 0.0360337, 0.03025, 0.0179101, 0.0169824, 0.0137972, 0.010993, 0.0101858, 0.00798109, 0.00827183, 0.00721817, 0.00621379, 0.00624765, 0.00320685, 0.00859406, 0.0070269, 0.00642846, 0.00358088, 0.00413261, 0.00174804, 0.00244082, 0.00161495, 0.00107545, 0.00126154, 0.000859902, 0.00208263, 0.00206673, 0.00123998, 0.0012427, 0.0017719, 0.0028159, 0.00141953, 0.00112133, 0.000471541, 0.000602238, 0.00210339, 0.0012287, 0.00065685, 0.000521671, 0.00173985, 0.00196719, 0.00118679, 0.00511663, 0.00140624, 0.000409941, 0.00020232, 0.00165796, 0.00137128, 0.000147239, 0.00167196, 0.0014888, 0.000596191, 0.00425279, 0.0010858, 0.00159493, 0.000739722
28623.4, 29412.8, 20234.1, 13276.7, 8777.21, 5832.2, 3909.32, 2668.1, 1848.97, 1299.19, 909.205, 646.099, 461.451, 334.765, 244.235, 177.069, 131.227, 94.3654, 70.1101, 51.4222, 38.971, 28.7998, 21.2242, 16.0917, 11.7724, 8.34124, 6.70917, 5.03362, 3.92947, 2.80261, 2.14256, 1.58706, 1.20279, 0.992757, 0.812348, 0.517618, 0.474958, 0.347832, 0.248059, 0.199039, 0.167504, 0.119202, 0.09853, 0.0948069, 0.0754433, 0.0572898, 0.0546264, 0.0334273, 0.0291729, 0.0251547, 0.0206, 0.0166748, 0.0137351, 0.0149019, 0.0153597, 0.0152677, 0.007765, 0.006084, 0.0102163, 0.00875725, 0.0104594, 0.00699702, 0.00445072, 0.00292594, 0.00289383, 0.00217285, 0.00316044, 0.00327216, 0.00164496, 0.00195295, 0.00418112, 0.00230712, 0.00254001, 0.00258588, 0.00627268, 0.00503922, 0.00231764, 0.00175388, 0.00226759, 0.00136572, 0.00114557, 0.00274096, 0.00384831, 0.00298669, 0.00235962, 0.00174747, 0.0100803, 0.00135857, 0.00180087, 0.00162977, 0.00211409, 0.00153108, 0.00175311, 0.000930207, 0.00227476, 0.000718531, 0.0068161, 0.00101696, 0.00287167, 0.00387965
10806.1, 19689.6, 17516.8, 13297, 9570.96, 6743.6, 4728.84, 3309.59, 2334.25, 1670.85, 1189.17, 862.544, 623.426, 455.286, 332.61, 239.741, 177.22, 129.952, 96.272, 71.8058, 53.5355, 39.4098, 28.5887, 21.718, 16.6772, 12.233, 9.14472, 6.89163, 5.22021, 3.77461, 2.82604, 2.2561, 1.78821, 1.38527, 1.04937, 0.72118, 0.593618, 0.493332, 0.381801, 0.264726, 0.238812, 0.161321, 0.146279, 0.147861, 0.112705, 0.10045, 0.0920673, 0.0621984, 0.0419754, 0.0320329, 0.037159, 0.0294808, 0.0242426, 0.025238, 0.0216365, 0.0256822, 0.0149651, 0.0149994, 0.0138891, 0.0132624, 0.00991552, 0.00798199, 0.0125057, 0.00796566, 0.00657042, 0.00649622, 0.00955125, 0.00744963, 0.00628836, 0.00643437, 0.00292009, 0.0020724, 0.00412611, 0.00467943, 0.00599205, 0.00741522, 0.0049769, 0.00383976, 0.00320734, 0.00313632, 0.00169428, 0.00189374, 0.00391856, 0.00170482, 0.0022704, 0.00374791, 0.00126066, 0.00829292, 0.0107165, 0.00268644, 0.00391547, 0.00184914, 0.00349554, 0.00251712, 0.00287708, 0.00177517, 0.00297896, 0.00244515, 0.00311144, 0.00655145
5044.5, 11580.7, 12680.2, 11064.8, 8734.95, 6588.21, 4878.36, 3506.75, 2562.32, 1864.92, 1368.1, 997.302, 732.294, 539.87, 393.098, 286.765, 210.431, 156.493, 117.122, 88.3449, 65.9865, 49.377, 35.117, 26.6154, 20.2796, 15.3699, 11.8542, 8.65208, 6.60848, 4.87474, 3.73177, 2.90387, 2.36313, 1.7919, 1.34311, 0.984673, 0.815607, 0.612595, 0.519615, 0.364147, 0.279444, 0.23459, 0.206721, 0.179137, 0.157071, 0.132742, 0.114552, 0.0938618, 0.0827324, 0.0523373, 0.0500175, 0.0482339, 0.0299216, 0.0290907, 0.0279821, 0.0249374, 0.0221137, 0.022221, 0.0219036, 0.0179265, 0.0123184, 0.0137142, 0.0142734, 0.0140948, 0.0124032, 0.00546656, 0.00513183, 0.0155431, 0.0125431, 0.00905212, 0.00618003, 0.00526692, 0.00429253, 0.00481781, 0.0143199, 0.00810089, 0.0093065, 0.00769205, 0.0088286, 0.00652379, 0.00255295, 0.00367975, 0.00238228, 0.00264172, 0.00312541, 0.00284591, 0.00257786, 0.0043788, 0.00303683, 0.00495221, 0.00340676, 0.00176231, 0.00410194, 0.00433987, 0.00380187, 0.00310607, 0.00539591, 0.00337306, 0.00293903, 0.00483051
2736.88, 6955.62, 8606.12, 8345.64, 7213.56, 5818.83, 4514.97, 3400.63, 2577.77, 1915.41, 1425.46, 1066, 792.556, 585.34, 432.78, 318.248, 236.996, 176.729, 134.712, 100.427, 75.6022, 56.8046, 41.3206, 30.873, 23.3704, 18.1285, 13.8047, 10.5482, 7.7759, 6.05741, 4.67828, 3.64857, 2.87522, 2.10087, 1.56984, 1.19876, 1.00762, 0.845345, 0.551215, 0.449907, 0.362279, 0.307099, 0.241336, 0.202704, 0.163287, 0.128738, 0.125009, 0.108953, 0.0787912, 0.0763407, 0.0681267, 0.0645201, 0.0429353, 0.0410656, 0.0380039, 0.0258191, 0.0247994, 0.0287034, 0.0233435, 0.0223312, 0.0168641, 0.0120222, 0.0207957, 0.0134944, 0.00908513, 0.00794633, 0.00979012, 0.0110877, 0.0104751, 0.0114305, 0.0116365, 0.0118364, 0.0118745, 0.0169902, 0.0163107, 0.00787193, 0.0109326, 0.0116778, 0.00771123, 0.0050604, 0.00377921, 0.00871065, 0.00557504, 0.0027581, 0.00152156, 0.00181088, 0.00264812, 0.00221273, 0.0116696, 0.0022049, 0.00211241, 0.00302202, 0.00272987, 0.00375985, 0.00208825, 0.00341823, 0.00703612, 0.00298211, 0.00472236, 0.00336696
1629.64, 4291.42, 5731.42, 6049.5, 5600.88, 4820.84, 3916.31, 3084.19, 2404.3, 1842.69, 1391.69, 1061.6, 799.91, 595.818, 446.196, 340.751, 255.602, 193.335, 144.785, 108.616, 82.0191, 60.5961, 46.1646, 34.9149, 26.6396, 20.2446, 15.3763, 11.7201, 9.26489, 6.86472, 5.44555, 4.188, 3.15335, 2.45863, 1.90055, 1.44034, 1.09602, 0.891981, 0.719333, 0.535652, 0.402762, 0.357539, 0.263222, 0.236473, 0.195432, 0.151725, 0.14964, 0.0974435, 0.110328, 0.111722, 0.0864766, 0.0813457, 0.0616623, 0.0450691, 0.0372479, 0.0405486, 0.031715, 0.0356599, 0.0396131, 0.0316499, 0.0212901, 0.0176633, 0.0218241, 0.0159422, 0.0160697, 0.0168124, 0.0166798, 0.0178718, 0.0134034, 0.019575, 0.0176347, 0.0147599, 0.0179227, 0.0183287, 0.0128246, 0.00961741, 0.01183, 0.017119, 0.0185993, 0.00859523, 0.0102044, 0.0186677, 0.00541864, 0.00244681, 0.00394707, 0.00395789, 0.0126168, 0.00906977, 0.011593, 0.00352646, 0.00248967, 0.00194885, 0.00186706, 0.00479425, 0.00298788, 0.00496315, 0.00889977, 0.012114, 0.00847238, 0.00526865
1015.98, 2767.32, 3897, 4325.72, 4213.73, 3796.43, 3231.73, 2651.11, 2133.4, 1681.2, 1301.58, 1005.46, 776.274, 585.86, 443.102, 340.205, 259.335, 197.574, 148.988, 111.324, 85.6398, 65.5283, 49.2602, 37.1699, 28.4574, 22.3331, 16.6238, 12.9689, 9.94441, 7.55294, 5.7198, 4.47612, 3.56269, 2.61699, 2.0575, 1.68367, 1.25719, 0.993236, 0.752754, 0.570293, 0.460134, 0.41868, 0.31476, 0.261057, 0.217724, 0.177313, 0.159317, 0.148729, 0.131652, 0.130802, 0.123744, 0.109746, 0.0799295, 0.0519653, 0.0493049, 0.0472236, 0.0462513, 0.0438553, 0.041618, 0.0341272, 0.0301664, 0.0277089, 0.0338064, 0.0459715, 0.0219047, 0.0173303, 0.0215522, 0.0174208, 0.0182496, 0.0206471, 0.0241051, 0.0202885, 0.0149686, 0.01134, 0.0209318, 0.0136307, 0.0132837, 0.0113652, 0.0182988, 0.0107188, 0.0263851, 0.0184942, 0.0176449, 0.00795876, 0.00333258, 0.0148991, 0.00430051, 0.00632617, 0.00895523, 0.00535389, 0.00314119, 0.00342299, 0.00575009, 0.0083232, 0.00926806, 0.00121764, 0.00179741, 0.0107451, 0.00816728, 0.0117629
658.765, 1839.91, 2661.74, 3075.11, 3118.26, 2927.87, 2583.64, 2205.84, 1822.34, 1475.25, 1167.19, 932.272, 718.865, 557.89, 426.437, 329.75, 256.75, 195.471, 148.181, 113.329, 87.7179, 66.0752, 50.6334, 38.6135, 28.4298, 23.08, 17.1691, 13.2729, 10.8074, 8.2796, 6.30481, 4.75121, 3.65853, 2.78798, 2.24135, 1.78162, 1.35832, 1.1027, 0.851967, 0.691929, 0.572735, 0.475736, 0.34362, 0.286472, 0.254366, 0.207898, 0.191718, 0.178534, 0.17934, 0.16574, 0.154476, 0.138665, 0.113165, 0.0784386, 0.060584, 0.0505359, 0.0581606, 0.0463571, 0.0374122, 0.0395241, 0.0338287, 0.0437085, 0.0608582, 0.0712521, 0.0479116, 0.0345186, 0.0455066, 0.0282483, 0.0336353, 0.0253883, 0.0222351, 0.0145973, 0.0187396, 0.024522, 0.0245798, 0.0130627, 0.0188042, 0.0130876, 0.0147674, 0.0131706, 0.0100572, 0.0275541, 0.021297, 0.0157421, 0.00604614, 0.0136107, 0.00606655, 0.00710712, 0.00859565, 0.00617122, 0.00648408, 0.00747263, 0.00730532, 0.00924148, 0.00797822, 0.00312134, 0.00435606, 0.0065856, 0.00705735, 0.0144938
439.188, 1233.75, 1830.03, 2195.19, 2306.98, 2233.27, 2041.54, 1788.34, 1509.78, 1244.64, 1017.37, 824.98, 651.344, 512.46, 400.862, 314.68, 242.254, 187.724, 145.447, 113.071, 86.2452, 64.7403, 50.9252, 38.1494, 29.3998, 22.8308, 17.6893, 13.5488, 10.5989, 8.23965, 6.48825, 5.16379, 4.06629, 3.14699, 2.49123, 1.97723, 1.50027, 1.21875, 0.969777, 0.73474, 0.61749, 0.575486, 0.409832, 0.345626, 0.260658, 0.248255, 0.237134, 0.207823, 0.183606, 0.256193, 0.172847, 0.206045, 0.120968, 0.106657, 0.0866116, 0.0708864, 0.052071, 0.0654197, 0.0593587, 0.0537844, 0.0810395, 0.0692125, 0.0618714, 0.0861909, 0.0653364, 0.0591881, 0.0625014, 0.0423868, 0.0374377, 0.0263151, 0.0315105, 0.0305733, 0.0241092, 0.0283818, 0.0281809, 0.0215272, 0.0262105, 0.0286874, 0.0173632, 0.0189218, 0.017754, 0.0126649, 0.0327524, 0.0306115, 0.011869, 0.0187636, 0.0197213, 0.0142484, 0.0105296, 0.0149891, 0.00771558, 0.00608862, 0.00959515, 0.0101296, 0.00784496, 0.00532027, 0.01202, 0.00660671, 0.0138378, 0.0180215
297.25, 850.29, 1274.83, 1563.98, 1692.54, 1683.2, 1581.83, 1409.63, 1222.31, 1031.48, 859.163, 710.396, 569.565, 455.505, 363.32, 287.636, 225.514, 176.8, 137.779, 108.054, 82.0112, 63.8974, 48.3572, 37.5557, 28.7612, 22.5739, 18.2481, 13.8227, 10.6606, 8.51548, 6.86633, 5.4766, 4.10733, 3.21493, 2.47061, 1.92905, 1.57443, 1.29419, 1.06269, 0.91154, 0.745599, 0.593959, 0.466982, 0.393638, 0.326076, 0.295518, 0.270979, 0.254685, 0.22261, 0.278858, 0.214541, 0.195276, 0.15486, 0.108373, 0.117486, 0.0987249, 0.0794491, 0.0958825, 0.0763534, 0.0876923, 0.0869586, 0.07131, 0.0765134, 0.0653362, 0.084973, 0.0580445, 0.0499974, 0.0474016, 0.0499174, 0.0546049, 0.0394718, 0.0389889, 0.0412959, 0.0367045, 0.0358404, 0.0351018, 0.0266636, 0.0240647, 0.022429, 0.0177489, 0.0241435, 0.0191395, 0.0205089, 0.0385671, 0.0225552, 0.0224738, 0.0130842, 0.00896795, 0.00760996, 0.0226465, 0.0128889, 0.00870139, 0.00721288, 0.0121146, 0.0151714, 0.0106896, 0.0115588, 0.0154538, 0.0132823, 0.0132731
